term	estimate	std.error	sample_id	combo
scale	28.520980101637917	0.25091771015353836	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	negative_to_Macrophage
shape	0.7483094264735924	0.003207669204421879	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	negative_to_negative
scale	44.83876773748391	0.35207454463008797	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	negative_to_negative
shape	0.6643890931948813	0.00362353782823198	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	negative_to_negative
scale	78.784645152326	0.8364830616609024	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	negative_to_negative
shape	1.027999216148837	0.004197027271807485	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	negative_to_negative
scale	30.81699330512499	0.1718371786162075	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	negative_to_negative
shape	0.8145023362253805	0.003759696919088704	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	negative_to_negative
scale	40.48824413029536	0.3131669747352303	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	negative_to_negative
shape	0.684372583078317	0.003631485376717786	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	negative_to_negative
scale	47.34961943295357	0.5036544263075647	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	negative_to_negative
shape	0.6618487480991104	0.004773853955267809	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	negative_to_negative
scale	50.276858647969746	0.7384202416813876	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	negative_to_negative
shape	0.8473507034035548	0.003538704152790162	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	negative_to_negative
scale	36.43118955513097	0.25494294826138725	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	negative_to_negative
shape	0.7727940597059497	0.003535280095111899	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	negative_to_negative
scale	46.44637352700019	0.3859224595281683	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	negative_to_negative
shape	0.8479024668195376	0.0033616141877971916	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	negative_to_negative
scale	29.555478490069934	0.20231691662017473	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	negative_to_negative
shape	1.0650629430442642	0.004069255665823422	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	negative_to_negative
scale	20.218634392019602	0.10598879688047928	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	negative_to_negative
shape	0.6903339612486339	0.0028828614288602897	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	negative_to_negative
scale	38.10267766564588	0.330968736441265	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	negative_to_negative
shape	0.886016173676059	0.003627870720874588	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	negative_to_negative
scale	28.122180389731824	0.18484805207040045	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	negative_to_negative
shape	0.749031577695673	0.003914619104780194	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	negative_to_negative
scale	53.76376914685875	0.5007607089027619	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	negative_to_negative
shape	0.7204064356382437	0.003072560817378671	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	negative_to_negative
scale	42.88940577216181	0.35732229383804265	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	negative_to_negative
shape	0.6736463175774842	0.003002558400915458	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	negative_to_negative
scale	59.21975023406172	0.5271093650282639	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	negative_to_negative
shape	0.7867288286722673	0.003046581895576871	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	negative_to_negative
scale	34.14236594307716	0.2461489558071152	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	negative_to_negative
shape	1.0864712489039992	0.004104315757738009	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	negative_to_negative
scale	20.276588380977294	0.1045235542604563	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	negative_to_negative
shape	0.7696820782107239	0.003781512299292328	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	negative_to_negative
scale	50.84717111142996	0.44064594091004056	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	negative_to_negative
shape	0.7045077103488626	0.003263220990886349	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	negative_to_negative
scale	66.88767624596196	0.5822518647655182	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	negative_to_negative
shape	0.8512169376543782	0.0033898355468261194	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	negative_to_negative
scale	28.062378514748495	0.189662686752166	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	negative_to_negative
shape	0.8223742584454014	0.003173303658450076	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	negative_to_negative
scale	27.20727711879098	0.18620476208456174	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	negative_to_negative
shape	0.8094432096131632	0.0033689210323365605	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	negative_to_negative
scale	45.67170675547219	0.33204636115796304	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	negative_to_negative
shape	0.7949584282540156	0.0033436032756368338	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	negative_to_negative
scale	34.79649624507942	0.26177184805956394	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	negative_to_negative
shape	0.7872932365419395	0.003527087537859359	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	negative_to_negative
scale	38.81988027448128	0.30696708395198236	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	negative_to_negative
shape	0.7752124348552725	0.003622099907841674	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	negative_to_negative
scale	28.520980101637917	0.25091771015353836	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	negative_to_negative
shape	0.8902769851576213	0.004192255856435193	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Bcell_to_Cancer
scale	26.584383527248157	0.19166871638451807	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Bcell_to_Cancer
shape	0.843234314143011	0.0053033831095414576	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Bcell_to_Cancer
scale	14.63539827058313	0.16358853508804394	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Bcell_to_Cancer
shape	1.147382054835969	0.0049306348941051455	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Bcell_to_Cancer
scale	27.167007827966316	0.1385686947113666	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Bcell_to_Cancer
shape	0.9447144869189257	0.004746876581253807	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Bcell_to_Cancer
scale	26.00065753286127	0.18819046228875239	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Bcell_to_Cancer
shape	0.8748316760674946	0.005158982464892349	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Bcell_to_Cancer
scale	20.31435744715636	0.1930828933814723	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Bcell_to_Cancer
shape	0.8386663516696096	0.006754674393287086	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Bcell_to_Cancer
scale	17.16484188582462	0.23636046777090045	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Bcell_to_Cancer
shape	1.059893733830275	0.004878121649217564	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Bcell_to_Cancer
scale	26.176308005380612	0.15399331390060886	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Bcell_to_Cancer
shape	1.0203224335202048	0.005205445144907131	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Bcell_to_Cancer
scale	25.348831717324387	0.17600625857551563	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Bcell_to_Cancer
shape	1.0769341858394026	0.004615458529670331	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Bcell_to_Cancer
scale	21.818076608157114	0.12243777390307575	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Bcell_to_Cancer
shape	1.133001497894329	0.004440144418040076	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Bcell_to_Cancer
scale	19.282651185067948	0.09557593857862756	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Bcell_to_Cancer
shape	1.0280580944982156	0.004773938278619386	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Bcell_to_Cancer
scale	18.552652303273614	0.11842542948752934	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Bcell_to_Cancer
shape	1.0115290708286249	0.004358390534801689	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Bcell_to_Cancer
scale	22.753558617496147	0.13541971002710596	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Bcell_to_Cancer
shape	0.8928275978678875	0.005243444618738242	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Bcell_to_Cancer
scale	22.044593722981546	0.20411509129469368	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Bcell_to_Cancer
shape	0.9897250167258158	0.0046180146369653365	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Bcell_to_Cancer
scale	19.97970095395468	0.13582600816697968	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Bcell_to_Cancer
shape	0.9024111060127755	0.004583298300903896	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Bcell_to_Cancer
scale	19.174016990562315	0.15259995225144413	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Bcell_to_Cancer
shape	1.0777043104139847	0.0045365998000029325	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Bcell_to_Cancer
scale	21.276636386413088	0.11937375657391971	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Bcell_to_Cancer
shape	1.187399824984167	0.004648704672543135	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Bcell_to_Cancer
scale	19.117270932225114	0.0907700486430553	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Bcell_to_Cancer
shape	0.9519123053454324	0.005264506404190231	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Bcell_to_Cancer
scale	25.257104279681073	0.20114238892693637	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Bcell_to_Cancer
shape	0.9304038493546508	0.005071073233646382	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Bcell_to_Cancer
scale	19.632643018216417	0.16084969463202806	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Bcell_to_Cancer
shape	1.0265175435449878	0.004345505791290272	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Bcell_to_Cancer
scale	21.24482947368736	0.12387758294526889	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Bcell_to_Cancer
shape	1.017986858209586	0.004183093802084122	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Bcell_to_Cancer
scale	19.79708006177659	0.11426615969047264	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Bcell_to_Cancer
shape	1.1264890719214091	0.0053285293735223565	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Bcell_to_Cancer
scale	26.14800580952835	0.14908881719537845	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Bcell_to_Cancer
shape	0.9983652056024682	0.004582020378730052	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Bcell_to_Cancer
scale	22.93652760757667	0.1462430079349176	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Bcell_to_Cancer
shape	0.9559343280794552	0.004696312093548294	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Bcell_to_Cancer
scale	24.549921017720663	0.17259310826475702	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Bcell_to_Cancer
shape	1.0020685121670467	0.005020655098673728	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Bcell_to_Cancer
scale	18.959607329382102	0.13613329402318772	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Bcell_to_Cancer
shape	0.7483094264735924	0.003207669204421879	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Cancer_to_Bcell
scale	44.83876773748391	0.35207454463008797	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Cancer_to_Bcell
shape	0.6643890931948813	0.00362353782823198	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Cancer_to_Bcell
scale	78.784645152326	0.8364830616609024	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Cancer_to_Bcell
shape	1.027999216148837	0.004197027271807485	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Cancer_to_Bcell
scale	30.81699330512499	0.1718371786162075	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Cancer_to_Bcell
shape	0.8145023362253805	0.003759696919088704	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Cancer_to_Bcell
scale	40.48824413029536	0.3131669747352303	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Cancer_to_Bcell
shape	0.684372583078317	0.003631485376717786	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Cancer_to_Bcell
scale	47.34961943295357	0.5036544263075647	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Cancer_to_Bcell
shape	0.6618487480991104	0.004773853955267809	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Cancer_to_Bcell
scale	50.276858647969746	0.7384202416813876	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Cancer_to_Bcell
shape	0.8473507034035548	0.003538704152790162	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Cancer_to_Bcell
scale	36.43118955513097	0.25494294826138725	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Cancer_to_Bcell
shape	0.7727940597059497	0.003535280095111899	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Cancer_to_Bcell
scale	46.44637352700019	0.3859224595281683	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Cancer_to_Bcell
shape	0.8479024668195376	0.0033616141877971916	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Cancer_to_Bcell
scale	29.555478490069934	0.20231691662017473	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Cancer_to_Bcell
shape	1.0650629430442642	0.004069255665823422	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Cancer_to_Bcell
scale	20.218634392019602	0.10598879688047928	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Cancer_to_Bcell
shape	0.6903339612486339	0.0028828614288602897	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Cancer_to_Bcell
scale	38.10267766564588	0.330968736441265	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Cancer_to_Bcell
shape	0.886016173676059	0.003627870720874588	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Cancer_to_Bcell
scale	28.122180389731824	0.18484805207040045	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Cancer_to_Bcell
shape	0.749031577695673	0.003914619104780194	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Cancer_to_Bcell
scale	53.76376914685875	0.5007607089027619	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Cancer_to_Bcell
shape	0.7204064356382437	0.003072560817378671	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Cancer_to_Bcell
scale	42.88940577216181	0.35732229383804265	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Cancer_to_Bcell
shape	0.6736463175774842	0.003002558400915458	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Cancer_to_Bcell
scale	59.21975023406172	0.5271093650282639	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Cancer_to_Bcell
shape	0.7867288286722673	0.003046581895576871	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Cancer_to_Bcell
scale	34.14236594307716	0.2461489558071152	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Cancer_to_Bcell
shape	1.0864712489039992	0.004104315757738009	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Cancer_to_Bcell
scale	20.276588380977294	0.1045235542604563	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Cancer_to_Bcell
shape	0.7696820782107239	0.003781512299292328	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Cancer_to_Bcell
scale	50.84717111142996	0.44064594091004056	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Cancer_to_Bcell
shape	0.7045077103488626	0.003263220990886349	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Cancer_to_Bcell
scale	66.88767624596196	0.5822518647655182	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Cancer_to_Bcell
shape	0.8512169376543782	0.0033898355468261194	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Cancer_to_Bcell
scale	28.062378514748495	0.189662686752166	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Cancer_to_Bcell
shape	0.8223742584454014	0.003173303658450076	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Cancer_to_Bcell
scale	27.20727711879098	0.18620476208456174	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Cancer_to_Bcell
shape	0.8094432096131632	0.0033689210323365605	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Cancer_to_Bcell
scale	45.67170675547219	0.33204636115796304	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Cancer_to_Bcell
shape	0.7949584282540156	0.0033436032756368338	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Cancer_to_Bcell
scale	34.79649624507942	0.26177184805956394	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Cancer_to_Bcell
shape	0.7872932365419395	0.003527087537859359	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Cancer_to_Bcell
scale	38.81988027448128	0.30696708395198236	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Cancer_to_Bcell
shape	0.7752124348552725	0.003622099907841674	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Cancer_to_Bcell
scale	28.520980101637917	0.25091771015353836	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Cancer_to_Bcell
shape	0.8902769851576213	0.004192255856435193	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Bcell_to_Bcell
scale	26.584383527248157	0.19166871638451807	030120 P9HuP6 TMA 1-B_Core[1,1,A]_[5711,35856].im3	Bcell_to_Bcell
shape	0.843234314143011	0.0053033831095414576	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Bcell_to_Bcell
scale	14.63539827058313	0.16358853508804394	030120 P9HuP6 TMA 1-B_Core[1,1,B]_[7934,35665].im3	Bcell_to_Bcell
shape	1.147382054835969	0.0049306348941051455	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Bcell_to_Bcell
scale	27.167007827966316	0.1385686947113666	030120 P9HuP6 TMA 1-B_Core[1,1,D]_[12124,35348].im3	Bcell_to_Bcell
shape	0.9447144869189257	0.004746876581253807	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Bcell_to_Bcell
scale	26.00065753286127	0.18819046228875239	030120 P9HuP6 TMA 1-B_Core[1,1,E]_[14220,35348].im3	Bcell_to_Bcell
shape	0.8748316760674946	0.005158982464892349	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Bcell_to_Bcell
scale	20.31435744715636	0.1930828933814723	030120 P9HuP6 TMA 1-B_Core[1,1,F]_[16379,35348].im3	Bcell_to_Bcell
shape	0.8386663516696096	0.006754674393287086	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Bcell_to_Bcell
scale	17.16484188582462	0.23636046777090045	030120 P9HuP6 TMA 1-B_Core[1,1,G]_[18601,35348].im3	Bcell_to_Bcell
shape	1.059893733830275	0.004878121649217564	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Bcell_to_Bcell
scale	26.176308005380612	0.15399331390060886	030120 P9HuP6 TMA 1-B_Core[1,1,H]_[20633,35348].im3	Bcell_to_Bcell
shape	1.0203224335202048	0.005205445144907131	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Bcell_to_Bcell
scale	25.348831717324387	0.17600625857551563	030120 P9HuP6 TMA 1-B_Core[1,2,B]_[7870,37824].im3	Bcell_to_Bcell
shape	1.0769341858394026	0.004615458529670331	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Bcell_to_Bcell
scale	21.818076608157114	0.12243777390307575	030120 P9HuP6 TMA 1-B_Core[1,2,C]_[9966,37634].im3	Bcell_to_Bcell
shape	1.133001497894329	0.004440144418040076	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Bcell_to_Bcell
scale	19.282651185067948	0.09557593857862756	030120 P9HuP6 TMA 1-B_Core[1,2,D]_[12188,37507].im3	Bcell_to_Bcell
shape	1.0280580944982156	0.004773938278619386	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Bcell_to_Bcell
scale	18.552652303273614	0.11842542948752934	030120 P9HuP6 TMA 1-B_Core[1,2,E]_[14347,37443].im3	Bcell_to_Bcell
shape	1.0115290708286249	0.004358390534801689	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Bcell_to_Bcell
scale	22.753558617496147	0.13541971002710596	030120 P9HuP6 TMA 1-B_Core[1,2,G]_[18538,37443].im3	Bcell_to_Bcell
shape	0.8928275978678875	0.005243444618738242	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Bcell_to_Bcell
scale	22.044593722981546	0.20411509129469368	030120 P9HuP6 TMA 1-B_Core[1,2,H]_[20697,37443].im3	Bcell_to_Bcell
shape	0.9897250167258158	0.0046180146369653365	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Bcell_to_Bcell
scale	19.97970095395468	0.13582600816697968	030120 P9HuP6 TMA 1-B_Core[1,3,C]_[9966,39920].im3	Bcell_to_Bcell
shape	0.9024111060127755	0.004583298300903896	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Bcell_to_Bcell
scale	19.174016990562315	0.15259995225144413	030120 P9HuP6 TMA 1-B_Core[1,3,D]_[12251,39856].im3	Bcell_to_Bcell
shape	1.0777043104139847	0.0045365998000029325	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Bcell_to_Bcell
scale	21.276636386413088	0.11937375657391971	030120 P9HuP6 TMA 1-B_Core[1,3,E]_[14474,39666].im3	Bcell_to_Bcell
shape	1.187399824984167	0.004648704672543135	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Bcell_to_Bcell
scale	19.117270932225114	0.0907700486430553	030120 P9HuP6 TMA 1-B_Core[1,3,F]_[16569,39602].im3	Bcell_to_Bcell
shape	0.9519123053454324	0.005264506404190231	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Bcell_to_Bcell
scale	25.257104279681073	0.20114238892693637	030120 P9HuP6 TMA 1-B_Core[1,3,G]_[18728,39602].im3	Bcell_to_Bcell
shape	0.9304038493546508	0.005071073233646382	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Bcell_to_Bcell
scale	19.632643018216417	0.16084969463202806	030120 P9HuP6 TMA 1-B_Core[1,3,H]_[20824,39539].im3	Bcell_to_Bcell
shape	1.0265175435449878	0.004345505791290272	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Bcell_to_Bcell
scale	21.24482947368736	0.12387758294526889	030120 P9HuP6 TMA 1-B_Core[1,4,B]_[7870,42015].im3	Bcell_to_Bcell
shape	1.017986858209586	0.004183093802084122	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Bcell_to_Bcell
scale	19.79708006177659	0.11426615969047264	030120 P9HuP6 TMA 1-B_Core[1,4,D]_[12188,42015].im3	Bcell_to_Bcell
shape	1.1264890719214091	0.0053285293735223565	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Bcell_to_Bcell
scale	26.14800580952835	0.14908881719537845	030120 P9HuP6 TMA 1-B_Core[1,4,E]_[14410,41888].im3	Bcell_to_Bcell
shape	0.9983652056024682	0.004582020378730052	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Bcell_to_Bcell
scale	22.93652760757667	0.1462430079349176	030120 P9HuP6 TMA 1-B_Core[1,4,F]_[16569,41761].im3	Bcell_to_Bcell
shape	0.9559343280794552	0.004696312093548294	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Bcell_to_Bcell
scale	24.549921017720663	0.17259310826475702	030120 P9HuP6 TMA 1-B_Core[1,4,G]_[18728,41698].im3	Bcell_to_Bcell
shape	1.0020685121670467	0.005020655098673728	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Bcell_to_Bcell
scale	18.959607329382102	0.13613329402318772	030120 P9HuP6 TMA 1-B_Core[1,4,H]_[20887,41698].im3	Bcell_to_Bcell
